"","x"
"17985",2.214285714
"17986",2.214285714
"17987",0.161290323
"17988",0.536666667
"17989",0.2103125
"17990",0.367142857
"17991",0.161290323
"17992",0.62
"17993",0.5
"17994",2.214285714
"17995",0.367142857
"17996",2.125
"17997",0.161290323
"17998",0.142857143
"17999",0.086296296
"18000",2.214285714
"18001",1.583333333
"18002",2.125
"18003",0.4
"18004",0
"18005",0.5
"18006",3.714285714
"18007",0.6
"18008",0
"18009",0.266
"18010",2.125
"18011",3.714285714
"18012",0
"18013",0.5
"18014",3.714285714
"18015",0.142857143
"18016",0.5
"18017",0.2103125
"18018",0.536666667
"18019",0
"18020",0.086296296
"18021",0
"18022",0.161290323
"18023",0.6
"18024",0.5
"18025",0
"18026",0.4
"18027",0
"18028",0
"18029",0.142857143
"18030",0.5
"18031",3.714285714
"18032",0.5
"18033",1.583333333
"18034",3.714285714
"18035",0.571428571
"18036",0.266
"18037",0
"18038",0.367142857
"18039",0.086296296
"18040",0
"18041",0
"18042",1.583333333
"18043",0.086296296
"18044",0.142857143
"18045",0.6
"18046",0.166
"18047",0.2103125
"18048",1.583333333
"18049",3.714285714
"18050",1.583333333
"18051",2.214285714
"18052",0.6
"18053",0
"18054",0.266
"18055",0.6
"18056",0.536666667
"18057",0.536666667
"18058",0.367142857
"18059",0
"18060",0.166
"18061",0.5
"18062",0.6
"18063",0.367142857
"18064",0.367142857
"18065",0.62
"18066",0.4
"18067",0.571428571
"18068",0.536666667
"18069",0.5
"18070",0.086296296
"18071",0.2103125
"18072",0.536666667
"18073",0.571428571
"18074",0
"18075",0
"18076",0.2103125
"18077",0
"18078",0.571428571
"18079",0
"18080",0.142857143
"18081",0.5
"18082",1.583333333
"18083",0.571428571
"18084",0
"18085",0.571428571
"18086",0.367142857
"18087",0.536666667
"18088",0.5
"18089",2.125
"18090",0.367142857
"18091",0
"18092",0.5
"18093",0.4
"18094",0.62
"18095",0.086296296
"18096",0
"18097",0.5
"18098",0.6
"18099",0.5
"18100",0.571428571
"18101",0.266
"18102",0.367142857
"18103",2.214285714
"18104",0.166
"18105",3.714285714
"18106",0.6
"18107",0
"18108",0.62
"18109",0
"18110",0
"18111",0.266
"18112",0.367142857
"18113",0.6
"18114",0
"18115",0.571428571
"18116",1.583333333
"18117",0.571428571
"18118",0
"18119",0.536666667
"18120",0.367142857
"18121",2.125
"18122",1.583333333
"18123",0.161290323
"18124",0.367142857
"18125",1.583333333
"18126",0
"18127",1.583333333
"18128",0.6
"18129",0.571428571
"18130",2.125
"18131",2.125
"18132",3.714285714
"18133",0.142857143
"18134",0
"18135",0.6
"18136",0.166
"18137",0.367142857
"18138",1.583333333
"18139",3.714285714
"18140",3.714285714
"18141",0.62
"18142",0.2103125
"18143",0.5
"18144",0.142857143
"18145",0.161290323
"18146",0
"18147",1.583333333
"18148",0.4
"18149",0.142857143
"18150",2.125
"18151",0
"18152",0.086296296
"18153",0
"18154",0.266
"18155",0.5
"18156",0
"18157",1.583333333
"18158",0.6
"18159",0.6
"18160",3.714285714
"18161",0.6
"18162",0.166
"18163",0
"18164",0.266
"18165",0.62
"18166",1.583333333
"18167",0.4
"18168",0.266
"18169",0.266
"18170",0
"18171",0.086296296
"18172",0.367142857
"18173",0
"18174",0.536666667
"18175",3.714285714
"18176",2.125
"18177",0.62
"18178",0.161290323
"18179",2.214285714
"18180",0.166
"18181",0.536666667
"18182",0
"18183",1.583333333
"18184",0.266
"18185",0.571428571
"18186",0.4
"18187",0
"18188",0.266
"18189",0.2103125
"18190",2.125
"18191",0.571428571
"18192",0.62
"18193",0
"18194",2.125
"18195",0.142857143
"18196",0.5
"18197",0.536666667
"18198",0.536666667
"18199",0
"18200",2.125
"18201",0.086296296
"18202",0.2103125
"18203",0
"18204",0
"18205",0.571428571
"18206",0.536666667
"18207",0
"18208",0.5
"18209",0.536666667
"18210",0.086296296
"18211",2.214285714
"18212",0
"18213",0.536666667
"18214",0.5
"18215",0
"18216",0.367142857
"18217",0.086296296
"18218",0.4
"18219",0.2103125
"18220",0
"18221",0.5
"18222",1.583333333
"18223",0
"18224",0.4
"18225",0.166
"18226",0.266
"18227",0
"18228",0.5
"18229",0.4
"18230",0.5
"18231",0.161290323
"18232",2.214285714
"18233",0
"18234",0.62
"18235",0.2103125
"18236",2.214285714
"18237",0
"18238",0
"18239",0
"18240",0.536666667
"18241",0.086296296
"18242",0.6
"18243",0.536666667
"18244",0.571428571
"18245",0
"18246",1.583333333
"18247",0.571428571
"18248",0.142857143
"18249",0.571428571
"18250",0.5
"18251",0
"18252",0
"18253",0
"18254",1.583333333
"18255",0.266
"18256",3.714285714
"18257",0.4
"18258",0.571428571
"18259",0.266
"18260",0
"18261",0
"18262",0
"18263",0.086296296
"18264",0.367142857
"18265",0.266
"18266",0.166
"18267",0
"18268",0
"18269",0
"18270",3.714285714
"18271",1.583333333
"18272",0
"18273",0.536666667
"18274",0.266
"18275",0
"18276",0
"18277",2.125
"18278",0.62
"18279",2.214285714
"18280",0
"18281",0.6
"18282",0.5
"18283",0.161290323
"18284",2.125
"18285",0.266
"18286",0
"18287",0
"18288",0.166
"18289",0.571428571
"18290",1.583333333
"18291",1.583333333
"18292",0.62
"18293",2.125
"18294",0.62
"18295",0.5
"18296",0.161290323
"18297",0.536666667
"18298",0
"18299",0.62
"18300",0.4
"18301",0.142857143
"18302",0.62
"18303",0.367142857
"18304",0.086296296
"18305",0
"18306",0.367142857
"18307",2.214285714
"18308",0.5
"18309",0
"18310",2.125
"18311",0
"18312",0.571428571
"18313",0.5
"18314",0.571428571
"18315",0.161290323
"18316",0
"18317",2.214285714
"18318",0.367142857
"18319",0.5
"18320",0.5
"18321",0.4
"18322",0
"18323",0.142857143
"18324",0
"18325",0.266
"18326",0.142857143
"18327",0.4
"18328",0.5
"18329",0.536666667
"18330",0
"18331",0.2103125
"18332",0.367142857
"18333",0
"18334",2.125
"18335",0.4
"18336",0.086296296
"18337",0.2103125
"18338",0.5
"18339",0.6
"18340",0.166
"18341",0.5
"18342",1.583333333
"18343",0.266
"18344",0.536666667
"18345",0.266
"18346",0.367142857
"18347",0.5
"18348",0.266
"18349",0
"18350",3.714285714
"18351",1.583333333
"18352",0.571428571
"18353",0.161290323
"18354",0.086296296
"18355",0
"18356",0.571428571
"18357",0.4
"18358",0
"18359",0.4
"18360",2.125
"18361",0.4
"18362",3.714285714
"18363",0.142857143
"18364",0.367142857
"18365",0.166
"18366",0.536666667
"18367",0.2103125
"18368",1.583333333
"18369",2.214285714
"18370",0
"18371",0.266
"18372",0.161290323
"18373",1.583333333
"18374",0.086296296
"18375",0.2103125
"18376",0.367142857
"18377",3.714285714
"18378",0.367142857
"18379",0.536666667
"18380",0.086296296
"18381",2.125
"18382",0.367142857
"18383",2.214285714
"18384",2.214285714
"18385",0.4
"18386",0.367142857
"18387",0.4
"18388",0.166
"18389",0
"18390",0.142857143
"18391",0.6
"18392",0.6
"18393",0.5
"18394",0
"18395",0.142857143
"18396",0
"18397",0.161290323
"18398",0.571428571
"18399",0
"18400",0.5
"18401",0
"18402",0
"18403",0.266
"18404",2.125
"18405",1.583333333
"18406",0
"18407",0
"18408",0.2103125
"18409",0
"18410",1.583333333
"18411",0.367142857
"18412",0
"18413",0.571428571
"18414",0.5
"18415",0.536666667
"18416",0.367142857
"18417",0.166
"18418",0.166
"18419",0.2103125
"18420",0.571428571
"18421",2.214285714
"18422",2.214285714
"18423",2.125
"18424",0
"18425",0.166
"18426",0.367142857
"18427",0.161290323
"18428",0.161290323
"18429",1.583333333
"18430",0
"18431",0.571428571
"18432",0.571428571
"18433",0.166
"18434",0
"18435",0.5
"18436",0
"18437",0.086296296
"18438",0.266
"18439",0.2103125
"18440",1.583333333
"18441",3.714285714
"18442",0
"18443",0.6
"18444",0
"18445",0
"18446",0
"18447",0.536666667
"18448",0.161290323
"18449",0.166
"18450",0.5
"18451",1.583333333
"18452",0.5
"18453",0.5
"18454",0
"18455",2.125
"18456",0.266
"18457",0
"18458",0
"18459",0.367142857
"18460",0.266
"18461",0.161290323
"18462",0.4
"18463",0.5
"18464",0.086296296
"18465",3.714285714
"18466",3.714285714
"18467",0.536666667
"18468",0
"18469",0
"18470",0
"18471",0.536666667
"18472",0.5
"18473",0
"18474",0.142857143
"18475",3.714285714
"18476",0.166
"18477",0
"18478",0.166
"18479",0.62
"18480",0.166
"18481",0.086296296
"18482",0.166
"18483",0.2103125
"18484",0.571428571
"18485",0
"18486",0.2103125
"18487",0
"18488",3.714285714
"18489",0.62
"18490",0.571428571
"18491",0.086296296
"18492",0
"18493",0
"18494",0
"18495",0.5
"18496",2.214285714
"18497",0
"18498",0.5
"18499",0
"18500",0.5
"18501",1.583333333
"18502",2.214285714
"18503",0.2103125
"18504",0.6
"18505",0.5
"18506",0.6
"18507",0.2103125
"18508",0.142857143
"18509",0.161290323
"18510",0.086296296
"18511",2.214285714
"18512",1.583333333
"18513",0.4
"18514",2.214285714
"18515",0
"18516",0.2103125
"18517",0
"18518",2.214285714
"18519",0.2103125
"18520",0.086296296
"18521",3.714285714
"18522",0
"18523",0
"18524",0
"18525",0
"18526",0
"18527",0
"18528",0
"18529",2.125
"18530",0
"18531",2.214285714
"18532",0.161290323
"18533",0.4
"18534",0.266
"18535",0.161290323
"18536",0
"18537",0.571428571
"18538",0.571428571
"18539",2.125
"18540",0.571428571
"18541",0.086296296
"18542",0
"18543",0.536666667
"18544",0.571428571
"18545",0
"18546",0.62
"18547",0
"18548",0.367142857
"18549",0.266
"18550",1.583333333
"18551",2.214285714
"18552",0.571428571
"18553",0.367142857
"18554",0.142857143
"18555",1.583333333
"18556",0
"18557",0.5
"18558",0
"18559",0
"18560",0.266
"18561",0.266
"18562",2.214285714
"18563",0
"18564",0
"18565",0
"18566",0.536666667
"18567",0.571428571
"18568",0
"18569",0
"18570",0.266
"18571",2.214285714
"18572",3.714285714
"18573",0.4
"18574",0
"18575",2.214285714
"18576",0.5
"18577",0
"18578",0.62
"18579",0
"18580",0
"18581",0
"18582",0.571428571
"18583",0.142857143
"18584",0.5
"18585",2.125
"18586",0.161290323
"18587",0
"18588",2.214285714
"18589",0
"18590",0.62
"18591",1.583333333
"18592",0
"18593",2.214285714
"18594",0
"18595",0.4
"18596",0.571428571
"18597",0
"18598",0
"18599",0.5
"18600",0.266
"18601",2.125
"18602",0.086296296
"18603",0.166
"18604",0
"18605",0
"18606",0.2103125
"18607",0.4
"18608",0.4
"18609",0.166
"18610",0
"18611",0.2103125
"18612",3.714285714
"18613",0.266
"18614",3.714285714
"18615",0
"18616",0
"18617",0
"18618",2.125
"18619",0.161290323
"18620",0.086296296
"18621",0.142857143
"18622",0.367142857
"18623",0.166
"18624",0
"18625",2.125
"18626",0
"18627",2.214285714
"18628",0.142857143
"18629",0.5
"18630",0.086296296
"18631",2.125
"18632",2.125
"18633",0
"18634",1.583333333
"18635",0.571428571
"18636",0.571428571
"18637",0.571428571
"18638",0.086296296
"18639",0.266
"18640",0
"18641",0.142857143
"18642",0.367142857
"18643",1.583333333
"18644",1.583333333
"18645",0
"18646",0.161290323
"18647",0.161290323
"18648",1.583333333
"18649",2.214285714
"18650",0.571428571
"18651",0.086296296
"18652",0
"18653",0.5
"18654",2.125
"18655",0.142857143
"18656",0.62
"18657",0.367142857
"18658",0.6
"18659",0.536666667
"18660",0.086296296
"18661",2.214285714
"18662",0
"18663",1.583333333
"18664",0.4
"18665",3.714285714
"18666",0.6
"18667",2.125
"18668",0.571428571
"18669",0.086296296
"18670",0.5
"18671",2.214285714
"18672",0.166
"18673",0.571428571
"18674",0.142857143
"18675",0.571428571
"18676",0
"18677",0.086296296
"18678",1.583333333
"18679",0
"18680",0.5
"18681",2.125
"18682",0.086296296
"18683",1.583333333
"18684",0
"18685",0.4
"18686",0
"18687",0.571428571
"18688",0.62
"18689",0.4
"18690",0.2103125
"18691",2.214285714
"18692",3.714285714
"18693",0.536666667
"18694",0.62
"18695",0.161290323
"18696",0.166
"18697",0.4
"18698",0.6
"18699",0.142857143
"18700",0.6
"18701",2.214285714
"18702",0.536666667
"18703",0
"18704",0.086296296
"18705",0.161290323
"18706",0
"18707",0.2103125
"18708",0.5
"18709",0.142857143
"18710",0.142857143
"18711",0.266
"18712",0.6
"18713",0.62
"18714",0.161290323
"18715",2.125
"18716",0.166
"18717",0
"18718",0
"18719",0.142857143
"18720",0.142857143
"18721",0.62
"18722",2.214285714
"18723",0.5
"18724",0.571428571
"18725",0.536666667
"18726",0
"18727",0.2103125
"18728",0.142857143
"18729",0.5
"18730",0
"18731",0.5
"18732",1.583333333
"18733",0
"18734",0.367142857
"18735",0.161290323
"18736",0.62
"18737",0
"18738",0.142857143
"18739",3.714285714
"18740",0
"18741",2.214285714
"18742",0.536666667
"18743",3.714285714
"18744",0.571428571
"18745",0.161290323
"18746",0.571428571
"18747",0
"18748",0.536666667
"18749",0
"18750",0.367142857
"18751",0.571428571
"18752",0
"18753",0.62
"18754",0.6
"18755",0.536666667
"18756",0.367142857
"18757",0.571428571
"18758",0.62
"18759",3.714285714
"18760",0.367142857
"18761",0
"18762",0.571428571
"18763",0
"18764",0
"18765",0.5
"18766",2.214285714
"18767",0.571428571
"18768",0.086296296
"18769",0.536666667
"18770",0.536666667
"18771",0
"18772",0.161290323
"18773",0.5
"18774",0.086296296
"18775",0.571428571
"18776",2.214285714
"18777",2.214285714
"18778",0.4
"18779",0.62
"18780",0.266
"18781",3.714285714
"18782",0.6
"18783",0.536666667
"18784",0.4
"18785",0.5
"18786",1.583333333
"18787",0.536666667
"18788",3.714285714
"18789",0.4
"18790",0
"18791",0.367142857
"18792",0
"18793",0.6
"18794",0.142857143
"18795",0.161290323
"18796",0.142857143
"18797",0.142857143
"18798",0.2103125
"18799",0.6
"18800",2.214285714
"18801",0.2103125
"18802",0.161290323
"18803",2.125
"18804",0.142857143
"18805",0.367142857
"18806",2.214285714
"18807",0.086296296
"18808",3.714285714
"18809",0.266
"18810",0.5
"18811",1.583333333
"18812",0.086296296
"18813",0.62
"18814",0
"18815",0.5
"18816",0
"18817",2.125
"18818",0.571428571
"18819",2.125
"18820",2.125
"18821",2.214285714
"18822",1.583333333
"18823",2.214285714
"18824",0.5
"18825",0.266
"18826",0
"18827",0.142857143
"18828",0.62
"18829",1.583333333
"18830",0.161290323
"18831",0.266
"18832",0
"18833",0.5
"18834",0.2103125
"18835",0.142857143
"18836",0.5
"18837",0.5
"18838",1.583333333
"18839",0.161290323
"18840",0.086296296
"18841",0.142857143
"18842",0
"18843",0.086296296
"18844",0
"18845",0
"18846",0.571428571
"18847",0.571428571
"18848",0.142857143
"18849",0
"18850",0
"18851",0.571428571
"18852",0.571428571
"18853",0.571428571
"18854",0
"18855",2.125
"18856",0
"18857",0.571428571
"18858",2.125
"18859",0
"18860",0
"18861",2.214285714
"18862",3.714285714
"18863",0.142857143
"18864",0.2103125
"18865",1.583333333
"18866",0.2103125
"18867",0.161290323
"18868",1.583333333
"18869",0
"18870",2.214285714
"18871",2.214285714
"18872",1.583333333
"18873",0
"18874",0.367142857
"18875",3.714285714
"18876",0
"18877",0.142857143
"18878",0.2103125
"18879",0
"18880",0.6
"18881",0.166
"18882",0.4
"18883",1.583333333
"18884",0.536666667
"18885",0.571428571
"18886",0.086296296
"18887",0.142857143
"18888",0.5
"18889",0.367142857
"18890",0.5
"18891",0.571428571
"18892",0.571428571
"18893",3.714285714
"18894",0.571428571
"18895",0.62
"18896",1.583333333
"18897",0.536666667
"18898",2.214285714
"18899",0.571428571
"18900",0.086296296
"18901",1.583333333
"18902",0.266
"18903",0
"18904",0.086296296
"18905",0
"18906",0
"18907",0.2103125
"18908",0
"18909",0
"18910",0.367142857
"18911",0
"18912",0
"18913",1.583333333
"18914",0.5
"18915",0.6
"18916",0.62
"18917",0.161290323
"18918",0.2103125
"18919",0.571428571
"18920",0.571428571
"18921",0
"18922",0.142857143
"18923",0.6
"18924",0.6
"18925",0.266
"18926",0.161290323
"18927",0
"18928",0.367142857
"18929",2.214285714
"18930",0
"18931",1.583333333
"18932",0.4
"18933",0.161290323
"18934",0.536666667
"18935",0.166
"18936",0
"18937",0.161290323
"18938",0.62
"18939",0
"18940",0.62
"18941",0
"18942",2.125
"18943",0.571428571
"18944",0
"18945",0
"18946",0.266
"18947",0
"18948",2.125
"18949",0.266
"18950",2.214285714
"18951",0.4
"18952",0.086296296
"18953",3.714285714
"18954",0.161290323
"18955",0.571428571
"18956",0.571428571
"18957",0.5
"18958",0.166
"18959",0.5
"18960",0.536666667
"18961",0.571428571
"18962",0
"18963",0.367142857
"18964",0.367142857
"18965",0
"18966",0.4
"18967",0
"18968",0.5
"18969",0
"18970",0.142857143
"18971",2.214285714
"18972",0
"18973",0.266
"18974",1.583333333
"18975",0.086296296
"18976",0.142857143
"18977",1.583333333
"18978",0.367142857
"18979",2.125
"18980",0.166
"18981",0.5
"18982",0.5
"18983",0.367142857
"18984",0.161290323
"18985",0.086296296
"18986",2.125
"18987",2.125
"18988",0.161290323
"18989",2.214285714
"18990",0.536666667
"18991",0.5
"18992",0.536666667
"18993",0.367142857
"18994",0
"18995",0
"18996",0.2103125
"18997",0.6
"18998",0.571428571
"18999",0.2103125
"19000",2.125
"19001",0.4
"19002",0.367142857
"19003",0
"19004",0.5
"19005",0
"19006",0.161290323
"19007",0.2103125
"19008",0.161290323
"19009",0.62
"19010",0.166
"19011",0
"19012",0.6
"19013",0.6
"19014",2.125
"19015",0.4
"19016",0.571428571
"19017",0.571428571
"19018",0.142857143
"19019",0.5
"19020",0.6
"19021",0.2103125
"19022",2.125
"19023",0.266
"19024",0.62
"19025",0.2103125
"19026",0.571428571
"19027",0
"19028",0.266
"19029",0.5
"19030",0.142857143
"19031",0.086296296
"19032",0.5
"19033",0.6
"19034",0.571428571
"19035",0
"19036",0.5
"19037",0.62
"19038",0.62
"19039",0.2103125
"19040",0
"19041",0.536666667
"19042",0.571428571
"19043",0.367142857
"19044",2.125
"19045",0.142857143
"19046",0.086296296
"19047",0.367142857
"19048",0
"19049",0.571428571
"19050",0.571428571
"19051",0
"19052",2.125
"19053",0.166
"19054",0
"19055",2.125
"19056",0
"19057",0
"19058",0.536666667
"19059",0.6
"19060",0.266
"19061",0.166
"19062",0.086296296
"19063",0.5
"19064",0.571428571
"19065",0.62
"19066",0.086296296
"19067",0.142857143
"19068",0.4
"19069",0.367142857
"19070",0.62
"19071",0.266
"19072",0.6
"19073",0.6
"19074",0
"19075",0.2103125
"19076",0.166
"19077",0
"19078",1.583333333
"19079",0
"19080",0.6
"19081",0.4
"19082",0
"19083",0.5
"19084",0.166
"19085",0.5
"19086",0
"19087",0.367142857
"19088",0.086296296
"19089",0.2103125
"19090",0.367142857
"19091",3.714285714
"19092",0.086296296
"19093",3.714285714
"19094",0.536666667
"19095",0
"19096",0.161290323
"19097",0.6
"19098",0.5
"19099",0
"19100",2.214285714
"19101",0.4
"19102",0.4
"19103",0
"19104",0
"19105",2.125
"19106",0
"19107",0.086296296
"19108",0.161290323
"19109",0
"19110",0.62
"19111",0.142857143
"19112",0
"19113",2.125
"19114",0.571428571
"19115",0.367142857
"19116",0
"19117",2.214285714
"19118",0
"19119",0.5
"19120",0.367142857
"19121",0.266
"19122",0
"19123",0.142857143
"19124",0
"19125",0.367142857
"19126",0.266
"19127",0.4
"19128",0.367142857
"19129",2.214285714
"19130",0.571428571
"19131",0.5
"19132",0
"19133",0
"19134",0.5
"19135",0.536666667
"19136",0.166
"19137",0.536666667
"19138",0.6
"19139",0.62
"19140",2.214285714
"19141",0
"19142",0
"19143",0.142857143
"19144",0.367142857
"19145",0.5
"19146",0.5
"19147",0
"19148",0.086296296
"19149",0.62
"19150",0
"19151",2.125
"19152",0.166
"19153",0
"19154",0.536666667
"19155",0
"19156",0.571428571
"19157",0.367142857
"19158",0.5
"19159",0.5
"19160",0.142857143
"19161",1.583333333
"19162",0
"19163",0
"19164",0
"19165",0.5
"19166",2.214285714
"19167",1.583333333
"19168",0.536666667
"19169",0.266
"19170",2.125
"19171",0.161290323
"19172",0.2103125
"19173",0.161290323
"19174",0.6
"19175",0.086296296
"19176",0.62
"19177",0
"19178",2.214285714
"19179",0
"19180",0
"19181",0.166
"19182",0.6
"19183",0.536666667
"19184",0.5
"19185",0.161290323
"19186",0.266
"19187",2.125
"19188",0.142857143
"19189",0.5
"19190",0.4
"19191",0.5
"19192",0.142857143
"19193",0
"19194",0.2103125
"19195",0.2103125
"19196",0
"19197",0.161290323
"19198",1.583333333
"19199",1.583333333
"19200",0.367142857
"19201",0.6
"19202",0.2103125
"19203",0.161290323
"19204",0.62
"19205",0.62
"19206",1.583333333
"19207",0.086296296
"19208",1.583333333
"19209",0.266
"19210",0.367142857
"19211",2.125
"19212",0.166
"19213",0
"19214",0.266
"19215",0.5
"19216",0.142857143
"19217",0.142857143
"19218",0.367142857
"19219",0.086296296
"19220",0.62
"19221",0.571428571
"19222",0
"19223",0.571428571
"19224",0.2103125
"19225",0.142857143
"19226",0.367142857
"19227",0.166
"19228",0.4
"19229",0.536666667
"19230",0.5
"19231",2.214285714
"19232",2.125
"19233",0.571428571
"19234",0
"19235",0.536666667
"19236",0.166
"19237",0.2103125
"19238",2.125
"19239",0.62
"19240",0
"19241",0.2103125
"19242",0.161290323
"19243",0
"19244",0.086296296
"19245",0.6
"19246",0.166
"19247",0
"19248",0.161290323
"19249",0.166
"19250",3.714285714
"19251",1.583333333
"19252",0.142857143
"19253",0.5
"19254",0.367142857
"19255",1.583333333
"19256",0.571428571
"19257",0.5
"19258",0.536666667
"19259",1.583333333
"19260",0.571428571
"19261",0.571428571
"19262",0.266
"19263",0.5
"19264",0.142857143
"19265",0.62
"19266",0.142857143
"19267",0.5
"19268",0
"19269",0
"19270",0.5
"19271",0.6
"19272",0.266
"19273",1.583333333
"19274",0.166
"19275",3.714285714
"19276",0
"19277",0.6
"19278",0.62
"19279",0.536666667
"19280",2.214285714
"19281",0.571428571
"19282",0
"19283",0.367142857
"19284",0
"19285",0.5
"19286",0
"19287",3.714285714
"19288",0.62
"19289",0.166
"19290",0.086296296
"19291",0.571428571
"19292",0.571428571
"19293",0.266
"19294",0.6
"19295",0.4
"19296",0.536666667
"19297",0
"19298",0.086296296
"19299",0.266
"19300",0.2103125
"19301",0
"19302",0
"19303",1.583333333
"19304",0.536666667
"19305",0.6
"19306",0
"19307",0.166
"19308",0.266
"19309",0.571428571
"19310",0
"19311",0.166
"19312",3.714285714
"19313",0
"19314",0.5
"19315",3.714285714
"19316",0.5
"19317",0.086296296
"19318",2.125
"19319",1.583333333
"19320",0
"19321",0.5
"19322",0.6
"19323",0.5
"19324",0.536666667
"19325",2.125
"19326",0.5
"19327",0
"19328",0.266
"19329",0.142857143
"19330",0.4
"19331",0.5
"19332",0.5
"19333",0
"19334",0.5
"19335",0.142857143
"19336",0.367142857
"19337",2.214285714
"19338",0.5
"19339",2.125
"19340",0.161290323
"19341",2.125
"19342",0.166
"19343",0.142857143
"19344",0.367142857
"19345",0
"19346",0.6
"19347",0.161290323
"19348",2.125
"19349",0
"19350",0.086296296
"19351",0.4
"19352",0.142857143
"19353",0.5
"19354",1.583333333
"19355",0.086296296
"19356",0.166
"19357",0.536666667
"19358",0.266
"19359",0.62
"19360",0.266
"19361",0.086296296
"19362",0
"19363",1.583333333
"19364",0.4
"19365",0.4
"19366",0.5
"19367",2.125
"19368",0.2103125
"19369",0.536666667
"19370",0.62
"19371",0.086296296
"19372",0
"19373",1.583333333
"19374",0.571428571
"19375",0
"19376",0.266
"19377",0
"19378",0.142857143
"19379",0.367142857
"19380",0.266
"19381",0.5
"19382",2.214285714
"19383",0
"19384",0.367142857
"19385",0
"19386",1.583333333
"19387",0.2103125
"19388",2.125
"19389",0.5
"19390",0
"19391",0.367142857
"19392",0.5
"19393",0.161290323
"19394",0.62
"19395",1.583333333
"19396",0.536666667
"19397",0.5
"19398",1.583333333
"19399",0.086296296
"19400",0.62
"19401",0.536666667
"19402",0.266
"19403",0.086296296
"19404",2.125
"19405",0
"19406",0.536666667
"19407",0.571428571
"19408",0.4
"19409",0.166
"19410",0.166
"19411",3.714285714
"19412",0.142857143
"19413",0.5
"19414",0.166
"19415",1.583333333
"19416",0
"19417",2.125
"19418",3.714285714
"19419",0.571428571
"19420",0.6
"19421",1.583333333
"19422",1.583333333
"19423",0.086296296
"19424",1.583333333
"19425",0.571428571
"19426",0.266
"19427",0
"19428",2.214285714
"19429",0.5
"19430",0.571428571
"19431",0
"19432",2.125
"19433",0.6
"19434",0.571428571
"19435",0.266
"19436",0.62
"19437",0.6
"19438",0.086296296
"19439",0
"19440",0.571428571
"19441",0
"19442",0.536666667
"19443",0.6
"19444",0.571428571
"19445",0.2103125
"19446",0.4
"19447",0.4
"19448",0.161290323
"19449",2.125
"19450",0
"19451",0.571428571
"19452",3.714285714
"19453",0.166
"19454",0
"19455",0.5
"19456",0.086296296
"19457",0
"19458",0.536666667
"19459",0.2103125
"19460",0.161290323
"19461",2.214285714
"19462",0.166
"19463",0.142857143
"19464",2.125
"19465",0
"19466",0.571428571
"19467",0.4
"19468",0
"19469",0.2103125
"19470",0.2103125
"19471",0.5
"19472",0.4
"19473",0.2103125
"19474",0.161290323
"19475",0
"19476",0.5
"19477",0.2103125
"19478",0.166
"19479",0.161290323
"19480",0.4
"19481",2.214285714
"19482",0.62
"19483",0.2103125
"19484",0.4
"19485",0.571428571
"19486",0.571428571
"19487",0.5
"19488",0.5
"19489",0.367142857
"19490",0.166
"19491",2.125
"19492",0.161290323
"19493",0
"19494",0.161290323
"19495",0.166
"19496",0.266
"19497",0.086296296
"19498",0.161290323
"19499",3.714285714
"19500",0.2103125
"19501",0.4
"19502",0.62
"19503",0
"19504",2.125
"19505",0.6
"19506",0.161290323
"19507",0.571428571
"19508",0
"19509",2.125
"19510",0.2103125
"19511",0.62
"19512",0
"19513",0.161290323
"19514",0
"19515",0
"19516",0.166
"19517",0.4
"19518",0
"19519",0.4
"19520",0.166
"19521",0
"19522",0.161290323
"19523",0.5
"19524",2.214285714
"19525",0.571428571
"19526",0.62
"19527",0.161290323
"19528",0
"19529",0.5
"19530",0.571428571
"19531",3.714285714
"19532",0.266
"19533",0
"19534",3.714285714
"19535",2.214285714
"19536",0.571428571
"19537",0.161290323
"19538",0.62
"19539",3.714285714
"19540",0.6
"19541",0.5
"19542",0.571428571
"19543",0.142857143
"19544",0.266
"19545",0
"19546",0.6
"19547",2.125
"19548",0
"19549",0.161290323
"19550",0
"19551",0.142857143
"19552",0
"19553",0.367142857
"19554",0
"19555",0.536666667
"19556",2.125
"19557",0.5
"19558",0.571428571
"19559",0
"19560",0.2103125
"19561",0
"19562",0.571428571
"19563",3.714285714
"19564",0.266
"19565",0.4
"19566",2.125
"19567",0.086296296
"19568",0.571428571
"19569",1.583333333
"19570",0
"19571",0.5
"19572",0.166
"19573",0.62
"19574",2.214285714
"19575",0.166
"19576",0.536666667
"19577",3.714285714
"19578",0
"19579",0.536666667
"19580",0.571428571
"19581",0
"19582",0
"19583",0
"19584",0.2103125
"19585",0.367142857
"19586",0.4
"19587",0.4
"19588",2.125
"19589",0
"19590",0.5
"19591",0.536666667
"19592",0.2103125
"19593",0
"19594",2.214285714
"19595",2.125
"19596",2.214285714
"19597",0.2103125
"19598",0.266
"19599",0
"19600",0.5
"19601",0
"19602",0.142857143
"19603",0.5
"19604",0.5
"19605",2.125
"19606",0.536666667
"19607",0
"19608",0
"19609",0.166
"19610",0
"19611",0.166
"19612",0.142857143
"19613",0.4
"19614",0
"19615",0.266
"19616",0.4
"19617",2.125
"19618",0.086296296
"19619",0.571428571
"19620",0.166
"19621",0.166
"19622",0.367142857
"19623",0.2103125
"19624",0
"19625",2.125
"19626",0
"19627",0.086296296
